Geno,Env,Group,yield,env_index,mintf,radg
G167,IS92a,G_2,3.437333333,1.226393997,10.7,18.93
G168,IS92a,G_2,4.629333333,1.226393997,10.7,18.93
G169,IS92a,G_2,5.606,1.226393997,10.7,18.93
G170,IS92a,G_2,4.558,1.226393997,10.7,18.93
G171,IS92a,G_2,3.547333333,1.226393997,10.7,18.93
G172,IS92a,G_2,6.551333333,1.226393997,10.7,18.93
G173,IS92a,G_2,3.750666667,1.226393997,10.7,18.93
G174,IS92a,G_2,2.976,1.226393997,10.7,18.93
G175,IS92a,G_2,3.369333333,1.226393997,10.7,18.93
G176,IS92a,G_2,3.892666667,1.226393997,10.7,18.93
G177,IS92a,G_2,5.436,1.226393997,10.7,18.93
G178,IS92a,G_2,4.687333333,1.226393997,10.7,18.93
G179,IS92a,G_2,3.768,1.226393997,10.7,18.93
G180,IS92a,G_2,3.554,1.226393997,10.7,18.93
G181,IS92a,G_2,3.180666667,1.226393997,10.7,18.93
G182,IS92a,G_2,3.354,1.226393997,10.7,18.93
G183,IS92a,G_2,2.435333333,1.226393997,10.7,18.93
G184,IS92a,G_2,4.632666667,1.226393997,10.7,18.93
G185,IS92a,G_2,3.940666667,1.226393997,10.7,18.93
G186,IS92a,G_2,6.636,1.226393997,10.7,18.93
G187,IS92a,G_2,5.614666667,1.226393997,10.7,18.93
G188,IS92a,G_2,4.056,1.226393997,10.7,18.93
G189,IS92a,G_2,4.249333333,1.226393997,10.7,18.93
G190,IS92a,G_2,4.636,1.226393997,10.7,18.93
G191,IS92a,G_2,2.996,1.226393997,10.7,18.93
G192,IS92a,G_2,6.628666667,1.226393997,10.7,18.93
G193,IS92a,G_2,4.172666667,1.226393997,10.7,18.93
G194,IS92a,G_2,5.774,1.226393997,10.7,18.93
G195,IS92a,G_2,5.279333333,1.226393997,10.7,18.93
G196,IS92a,G_2,4.224666667,1.226393997,10.7,18.93
G197,IS92a,G_2,4.773333333,1.226393997,10.7,18.93
G198,IS92a,G_2,5.526666667,1.226393997,10.7,18.93
G199,IS92a,G_2,3.182666667,1.226393997,10.7,18.93
G200,IS92a,G_2,6.065333333,1.226393997,10.7,18.93
G201,IS92a,G_2,3.949333333,1.226393997,10.7,18.93
G202,IS92a,G_2,4.34,1.226393997,10.7,18.93
G203,IS92a,G_2,2.929333333,1.226393997,10.7,18.93
G204,IS92a,G_2,3.504,1.226393997,10.7,18.93
G205,IS92a,G_2,2.987333333,1.226393997,10.7,18.93
G206,IS92a,G_2,4.200666667,1.226393997,10.7,18.93
G207,IS92a,G_2,3.730666667,1.226393997,10.7,18.93
G208,IS92a,G_2,3.402,1.226393997,10.7,18.93
G209,IS92a,G_2,5.063333333,1.226393997,10.7,18.93
G210,IS92a,G_2,5.278,1.226393997,10.7,18.93
G211,IS92a,G_2,3.19,1.226393997,10.7,18.93
G001,IS94a,G_2,2.248666667,-0.24111722,11.38,28.73
G002,IS94a,G_2,4.020666667,-0.24111722,11.38,28.73
G003,IS94a,G_2,2.280666667,-0.24111722,11.38,28.73
G004,IS94a,G_2,1.387333333,-0.24111722,11.38,28.73
G005,IS94a,G_2,3.019333333,-0.24111722,11.38,28.73
G006,IS94a,G_2,2.146666667,-0.24111722,11.38,28.73
G007,IS94a,G_2,2.237333333,-0.24111722,11.38,28.73
G008,IS94a,G_2,0.959333333,-0.24111722,11.38,28.73
G009,IS94a,G_2,1.758,-0.24111722,11.38,28.73
G010,IS94a,G_2,3.376,-0.24111722,11.38,28.73
G011,IS94a,G_2,2.406666667,-0.24111722,11.38,28.73
G012,IS94a,G_2,1.900666667,-0.24111722,11.38,28.73
G013,IS94a,G_2,3.956666667,-0.24111722,11.38,28.73
G014,IS94a,G_2,4.412,-0.24111722,11.38,28.73
G015,IS94a,G_2,1.526,-0.24111722,11.38,28.73
G016,IS94a,G_2,1.868666667,-0.24111722,11.38,28.73
G017,IS94a,G_2,1.975333333,-0.24111722,11.38,28.73
G018,IS94a,G_2,1.674,-0.24111722,11.38,28.73
G019,IS94a,G_2,4.852,-0.24111722,11.38,28.73
G020,IS94a,G_2,2.21,-0.24111722,11.38,28.73
G021,IS94a,G_2,1.470666667,-0.24111722,11.38,28.73
G022,IS94a,G_2,2.305333333,-0.24111722,11.38,28.73
G023,IS94a,G_2,2.159333333,-0.24111722,11.38,28.73
G024,IS94a,G_2,2.276,-0.24111722,11.38,28.73
G025,IS94a,G_2,2.149333333,-0.24111722,11.38,28.73
G026,IS94a,G_2,2.54,-0.24111722,11.38,28.73
G027,IS94a,G_2,2.912666667,-0.24111722,11.38,28.73
G028,IS94a,G_2,5.118666667,-0.24111722,11.38,28.73
G029,IS94a,G_2,1.897333333,-0.24111722,11.38,28.73
G030,IS94a,G_2,2.916,-0.24111722,11.38,28.73
G031,IS94a,G_2,2.848666667,-0.24111722,11.38,28.73
G032,IS94a,G_2,3.921333333,-0.24111722,11.38,28.73
G033,IS94a,G_2,1.602666667,-0.24111722,11.38,28.73
G034,IS94a,G_2,4.512666667,-0.24111722,11.38,28.73
G035,IS94a,G_2,2.692666667,-0.24111722,11.38,28.73
G036,IS94a,G_2,2.238,-0.24111722,11.38,28.73
G037,IS94a,G_2,3.171333333,-0.24111722,11.38,28.73
G038,IS94a,G_2,2.026,-0.24111722,11.38,28.73
G039,IS94a,G_2,5.658,-0.24111722,11.38,28.73
G040,IS94a,G_2,2.829333333,-0.24111722,11.38,28.73
G041,IS94a,G_2,1.863333333,-0.24111722,11.38,28.73
G042,IS94a,G_2,3.527333333,-0.24111722,11.38,28.73
G043,IS94a,G_2,2.742666667,-0.24111722,11.38,28.73
G044,IS94a,G_2,1.993333333,-0.24111722,11.38,28.73
G045,IS94a,G_2,5.322,-0.24111722,11.38,28.73
G046,IS94a,G_2,1.668666667,-0.24111722,11.38,28.73
G047,IS94a,G_2,2.279333333,-0.24111722,11.38,28.73
G048,IS94a,G_2,2.19,-0.24111722,11.38,28.73
G049,IS94a,G_2,2.883333333,-0.24111722,11.38,28.73
G050,IS94a,G_2,3.264,-0.24111722,11.38,28.73
G051,IS94a,G_2,2.936666667,-0.24111722,11.38,28.73
G052,IS94a,G_2,3.008,-0.24111722,11.38,28.73
G053,IS94a,G_2,2.038,-0.24111722,11.38,28.73
G054,IS94a,G_2,2.854666667,-0.24111722,11.38,28.73
G055,IS94a,G_2,4.287333333,-0.24111722,11.38,28.73
G056,IS94a,G_2,4.513333333,-0.24111722,11.38,28.73
G057,IS94a,G_2,3.404666667,-0.24111722,11.38,28.73
G058,IS94a,G_2,2.117333333,-0.24111722,11.38,28.73
G059,IS94a,G_2,2.095333333,-0.24111722,11.38,28.73
G060,IS94a,G_2,3.377333333,-0.24111722,11.38,28.73
G061,IS94a,G_2,3.074,-0.24111722,11.38,28.73
G062,IS94a,G_2,4.106,-0.24111722,11.38,28.73
G063,IS94a,G_2,2.857333333,-0.24111722,11.38,28.73
G064,IS94a,G_2,1.844,-0.24111722,11.38,28.73
G065,IS94a,G_2,3.566,-0.24111722,11.38,28.73
G066,IS94a,G_2,3.440666667,-0.24111722,11.38,28.73
G067,IS94a,G_2,5.647333333,-0.24111722,11.38,28.73
G068,IS94a,G_2,4.626,-0.24111722,11.38,28.73
G069,IS94a,G_2,4.544666667,-0.24111722,11.38,28.73
G070,IS94a,G_2,1.682666667,-0.24111722,11.38,28.73
G071,IS94a,G_2,1.398,-0.24111722,11.38,28.73
G072,IS94a,G_2,2.794666667,-0.24111722,11.38,28.73
G073,IS94a,G_2,0.2778,-0.24111722,11.38,28.73
G074,IS94a,G_2,1.791333333,-0.24111722,11.38,28.73
G075,IS94a,G_2,2.162666667,-0.24111722,11.38,28.73
G076,IS94a,G_2,1.800666667,-0.24111722,11.38,28.73
G077,IS94a,G_2,3.711333333,-0.24111722,11.38,28.73
G078,IS94a,G_2,3.573333333,-0.24111722,11.38,28.73
G079,IS94a,G_2,2.986666667,-0.24111722,11.38,28.73
G080,IS94a,G_2,2.432666667,-0.24111722,11.38,28.73
G081,IS94a,G_2,2.837333333,-0.24111722,11.38,28.73
G082,IS94a,G_2,4.067333333,-0.24111722,11.38,28.73
G083,IS94a,G_2,4.058,-0.24111722,11.38,28.73
G084,IS94a,G_2,3.23,-0.24111722,11.38,28.73
G085,IS94a,G_2,2.889333333,-0.24111722,11.38,28.73
G086,IS94a,G_2,3.399333333,-0.24111722,11.38,28.73
G087,IS94a,G_2,3.655333333,-0.24111722,11.38,28.73
G088,IS94a,G_2,3.474666667,-0.24111722,11.38,28.73
G089,IS94a,G_2,2.751333333,-0.24111722,11.38,28.73
G090,IS94a,G_2,1.17,-0.24111722,11.38,28.73
G091,IS94a,G_2,2.841333333,-0.24111722,11.38,28.73
G092,IS94a,G_2,1.649333333,-0.24111722,11.38,28.73
G093,IS94a,G_2,2.738666667,-0.24111722,11.38,28.73
G094,IS94a,G_2,3.542,-0.24111722,11.38,28.73
G095,IS94a,G_2,1.698666667,-0.24111722,11.38,28.73
G096,IS94a,G_2,2.044,-0.24111722,11.38,28.73
G097,IS94a,G_2,2.967333333,-0.24111722,11.38,28.73
G098,IS94a,G_2,1.676,-0.24111722,11.38,28.73
G099,IS94a,G_2,3.063333333,-0.24111722,11.38,28.73
G100,IS94a,G_2,2.350666667,-0.24111722,11.38,28.73
G101,IS94a,G_2,3.350666667,-0.24111722,11.38,28.73
G102,IS94a,G_2,2.129333333,-0.24111722,11.38,28.73
G103,IS94a,G_2,2.58,-0.24111722,11.38,28.73
G104,IS94a,G_2,1.873333333,-0.24111722,11.38,28.73
G105,IS94a,G_2,2.864666667,-0.24111722,11.38,28.73
G106,IS94a,G_2,4.294666667,-0.24111722,11.38,28.73
G107,IS94a,G_2,1.615333333,-0.24111722,11.38,28.73
G108,IS94a,G_2,2.276666667,-0.24111722,11.38,28.73
G109,IS94a,G_2,3.643333333,-0.24111722,11.38,28.73
G110,IS94a,G_2,3.478666667,-0.24111722,11.38,28.73
G111,IS94a,G_2,1.196,-0.24111722,11.38,28.73
G112,IS94a,G_2,1.710666667,-0.24111722,11.38,28.73
G113,IS94a,G_2,1.385333333,-0.24111722,11.38,28.73
G114,IS94a,G_2,3.629333333,-0.24111722,11.38,28.73
G115,IS94a,G_2,2.032666667,-0.24111722,11.38,28.73
G116,IS94a,G_2,3.052,-0.24111722,11.38,28.73
G117,IS94a,G_2,2.736666667,-0.24111722,11.38,28.73
G118,IS94a,G_2,0.813333333,-0.24111722,11.38,28.73
G119,IS94a,G_2,3.042,-0.24111722,11.38,28.73
G120,IS94a,G_2,2.633333333,-0.24111722,11.38,28.73
G121,IS94a,G_2,3.226,-0.24111722,11.38,28.73
G122,IS94a,G_2,3.100666667,-0.24111722,11.38,28.73
G123,IS94a,G_2,5.132666667,-0.24111722,11.38,28.73
G124,IS94a,G_2,2.680666667,-0.24111722,11.38,28.73
G125,IS94a,G_2,3.236666667,-0.24111722,11.38,28.73
G126,IS94a,G_2,2.721333333,-0.24111722,11.38,28.73
G127,IS94a,G_2,2.286666667,-0.24111722,11.38,28.73
G128,IS94a,G_2,3.679333333,-0.24111722,11.38,28.73
G129,IS94a,G_2,3.69,-0.24111722,11.38,28.73
G130,IS94a,G_2,4.51,-0.24111722,11.38,28.73
G131,IS94a,G_2,2.784,-0.24111722,11.38,28.73
G132,IS94a,G_2,2.836,-0.24111722,11.38,28.73
G133,IS94a,G_2,2.07,-0.24111722,11.38,28.73
G134,IS94a,G_2,1.347333333,-0.24111722,11.38,28.73
G135,IS94a,G_2,3.334,-0.24111722,11.38,28.73
G136,IS94a,G_2,2.609333333,-0.24111722,11.38,28.73
G137,IS94a,G_2,1.965333333,-0.24111722,11.38,28.73
G138,IS94a,G_2,2.258,-0.24111722,11.38,28.73
G139,IS94a,G_2,2.016,-0.24111722,11.38,28.73
G140,IS94a,G_2,0.674,-0.24111722,11.38,28.73
G141,IS94a,G_2,2.428666667,-0.24111722,11.38,28.73
G142,IS94a,G_2,3.113333333,-0.24111722,11.38,28.73
G143,IS94a,G_2,1.068,-0.24111722,11.38,28.73
G144,IS94a,G_2,4.455333333,-0.24111722,11.38,28.73
G145,IS94a,G_2,2.579333333,-0.24111722,11.38,28.73
G146,IS94a,G_2,2.413333333,-0.24111722,11.38,28.73
G147,IS94a,G_2,1.7,-0.24111722,11.38,28.73
G148,IS94a,G_2,3.112666667,-0.24111722,11.38,28.73
G149,IS94a,G_2,2.124,-0.24111722,11.38,28.73
G150,IS94a,G_2,2.827333333,-0.24111722,11.38,28.73
G151,IS94a,G_2,3.093333333,-0.24111722,11.38,28.73
G152,IS94a,G_2,3.668,-0.24111722,11.38,28.73
G153,IS94a,G_2,1.713333333,-0.24111722,11.38,28.73
G154,IS94a,G_2,2.192666667,-0.24111722,11.38,28.73
G155,IS94a,G_2,2.176666667,-0.24111722,11.38,28.73
G156,IS94a,G_2,3.016666667,-0.24111722,11.38,28.73
G157,IS94a,G_2,2.537333333,-0.24111722,11.38,28.73
G158,IS94a,G_2,2.073333333,-0.24111722,11.38,28.73
G159,IS94a,G_2,3.823333333,-0.24111722,11.38,28.73
G160,IS94a,G_2,3.278666667,-0.24111722,11.38,28.73
G161,IS94a,G_2,2.611333333,-0.24111722,11.38,28.73
G162,IS94a,G_2,3.779333333,-0.24111722,11.38,28.73
G163,IS94a,G_2,2.234666667,-0.24111722,11.38,28.73
G164,IS94a,G_2,3.406666667,-0.24111722,11.38,28.73
G165,IS94a,G_2,2.258,-0.24111722,11.38,28.73
G166,IS94a,G_2,2.461333333,-0.24111722,11.38,28.73
G167,IS94a,G_2,3.564666667,-0.24111722,11.38,28.73
G168,IS94a,G_2,4.826666667,-0.24111722,11.38,28.73
G169,IS94a,G_2,2.073333333,-0.24111722,11.38,28.73
G170,IS94a,G_2,2.718,-0.24111722,11.38,28.73
G171,IS94a,G_2,2.021333333,-0.24111722,11.38,28.73
G172,IS94a,G_2,3.224,-0.24111722,11.38,28.73
G173,IS94a,G_2,1.901333333,-0.24111722,11.38,28.73
G174,IS94a,G_2,2.252,-0.24111722,11.38,28.73
G175,IS94a,G_2,2.08,-0.24111722,11.38,28.73
G176,IS94a,G_2,3.510666667,-0.24111722,11.38,28.73
G177,IS94a,G_2,3.662666667,-0.24111722,11.38,28.73
G178,IS94a,G_2,2.521333333,-0.24111722,11.38,28.73
G179,IS94a,G_2,2.282,-0.24111722,11.38,28.73
G180,IS94a,G_2,1.2,-0.24111722,11.38,28.73
G181,IS94a,G_2,2.266666667,-0.24111722,11.38,28.73
G182,IS94a,G_2,2.452666667,-0.24111722,11.38,28.73
G183,IS94a,G_2,2.89,-0.24111722,11.38,28.73
G184,IS94a,G_2,2.157333333,-0.24111722,11.38,28.73
G185,IS94a,G_2,2.16,-0.24111722,11.38,28.73
G186,IS94a,G_2,4.963333333,-0.24111722,11.38,28.73
G187,IS94a,G_2,3.902,-0.24111722,11.38,28.73
G188,IS94a,G_2,2.501333333,-0.24111722,11.38,28.73
G189,IS94a,G_2,3.997333333,-0.24111722,11.38,28.73
G190,IS94a,G_2,2.796,-0.24111722,11.38,28.73
G191,IS94a,G_2,1.581333333,-0.24111722,11.38,28.73
G192,IS94a,G_2,4.579333333,-0.24111722,11.38,28.73
G193,IS94a,G_2,3.088,-0.24111722,11.38,28.73
G194,IS94a,G_2,3.684,-0.24111722,11.38,28.73
G195,IS94a,G_2,4.788666667,-0.24111722,11.38,28.73
G196,IS94a,G_2,3.001333333,-0.24111722,11.38,28.73
G197,IS94a,G_2,2.248666667,-0.24111722,11.38,28.73
G198,IS94a,G_2,3.829333333,-0.24111722,11.38,28.73
G199,IS94a,G_2,3.516,-0.24111722,11.38,28.73
G200,IS94a,G_2,4.096,-0.24111722,11.38,28.73
G201,IS94a,G_2,4.097333333,-0.24111722,11.38,28.73
G202,IS94a,G_2,2.671333333,-0.24111722,11.38,28.73
G203,IS94a,G_2,2.326,-0.24111722,11.38,28.73
G204,IS94a,G_2,2.752,-0.24111722,11.38,28.73
G205,IS94a,G_2,2.209333333,-0.24111722,11.38,28.73
G206,IS94a,G_2,3.377333333,-0.24111722,11.38,28.73
G207,IS94a,G_2,3.335333333,-0.24111722,11.38,28.73
G208,IS94a,G_2,2.832,-0.24111722,11.38,28.73
G209,IS94a,G_2,4.136666667,-0.24111722,11.38,28.73
G210,IS94a,G_2,2.786666667,-0.24111722,11.38,28.73
G211,IS94a,G_2,1.064,-0.24111722,11.38,28.73
G001,HN96b,G_2,4.38,0.193329226,22.55,22.79
G002,HN96b,G_2,2.713333333,0.193329226,22.55,22.79
G003,HN96b,G_2,3.826666667,0.193329226,22.55,22.79
G004,HN96b,G_2,2.286666667,0.193329226,22.55,22.79
G005,HN96b,G_2,3.306666667,0.193329226,22.55,22.79
G006,HN96b,G_2,2.24,0.193329226,22.55,22.79
G007,HN96b,G_2,3.853333333,0.193329226,22.55,22.79
G008,HN96b,G_2,3.54,0.193329226,22.55,22.79
G009,HN96b,G_2,4.006666667,0.193329226,22.55,22.79
G010,HN96b,G_2,4.46,0.193329226,22.55,22.79
G011,HN96b,G_2,2.353333333,0.193329226,22.55,22.79
G012,HN96b,G_2,1.693333333,0.193329226,22.55,22.79
G013,HN96b,G_2,4.026666667,0.193329226,22.55,22.79
G014,HN96b,G_2,4.72,0.193329226,22.55,22.79
G015,HN96b,G_2,2.306666667,0.193329226,22.55,22.79
G016,HN96b,G_2,2.68,0.193329226,22.55,22.79
G017,HN96b,G_2,2.466666667,0.193329226,22.55,22.79
G018,HN96b,G_2,4.626666667,0.193329226,22.55,22.79
G019,HN96b,G_2,5.62,0.193329226,22.55,22.79
G020,HN96b,G_2,3.46,0.193329226,22.55,22.79
G021,HN96b,G_2,2.686666667,0.193329226,22.55,22.79
G022,HN96b,G_2,2.606666667,0.193329226,22.55,22.79
G023,HN96b,G_2,3.286666667,0.193329226,22.55,22.79
G024,HN96b,G_2,1.906666667,0.193329226,22.55,22.79
G025,HN96b,G_2,4.226666667,0.193329226,22.55,22.79
G026,HN96b,G_2,3.186666667,0.193329226,22.55,22.79
G027,HN96b,G_2,2.653333333,0.193329226,22.55,22.79
G028,HN96b,G_2,3.94,0.193329226,22.55,22.79
G029,HN96b,G_2,2.5,0.193329226,22.55,22.79
G030,HN96b,G_2,4.446666667,0.193329226,22.55,22.79
G031,HN96b,G_2,3.173333333,0.193329226,22.55,22.79
G032,HN96b,G_2,1.74,0.193329226,22.55,22.79
G033,HN96b,G_2,3.926666667,0.193329226,22.55,22.79
G034,HN96b,G_2,3.786666667,0.193329226,22.55,22.79
G035,HN96b,G_2,2.726666667,0.193329226,22.55,22.79
G036,HN96b,G_2,2.826666667,0.193329226,22.55,22.79
G037,HN96b,G_2,3.453333333,0.193329226,22.55,22.79
G038,HN96b,G_2,2.02,0.193329226,22.55,22.79
G039,HN96b,G_2,3.46,0.193329226,22.55,22.79
G040,HN96b,G_2,2.42,0.193329226,22.55,22.79
G041,HN96b,G_2,4.366666667,0.193329226,22.55,22.79
G042,HN96b,G_2,4.606666667,0.193329226,22.55,22.79
G043,HN96b,G_2,2.04,0.193329226,22.55,22.79
G044,HN96b,G_2,2.04,0.193329226,22.55,22.79
G045,HN96b,G_2,4.446666667,0.193329226,22.55,22.79
G046,HN96b,G_2,2.72,0.193329226,22.55,22.79
G047,HN96b,G_2,3.88,0.193329226,22.55,22.79
G048,HN96b,G_2,4.16,0.193329226,22.55,22.79
G049,HN96b,G_2,2.32,0.193329226,22.55,22.79
G050,HN96b,G_2,4.7,0.193329226,22.55,22.79
G051,HN96b,G_2,4.373333333,0.193329226,22.55,22.79
G052,HN96b,G_2,2.573333333,0.193329226,22.55,22.79
G053,HN96b,G_2,3.046666667,0.193329226,22.55,22.79
G054,HN96b,G_2,3.266666667,0.193329226,22.55,22.79
G055,HN96b,G_2,4.013333333,0.193329226,22.55,22.79
G056,HN96b,G_2,4.5,0.193329226,22.55,22.79
G057,HN96b,G_2,3.54,0.193329226,22.55,22.79
G058,HN96b,G_2,2.686666667,0.193329226,22.55,22.79
G059,HN96b,G_2,1.333333333,0.193329226,22.55,22.79
G060,HN96b,G_2,3.46,0.193329226,22.55,22.79
G061,HN96b,G_2,5.266666667,0.193329226,22.55,22.79
G062,HN96b,G_2,4.266666667,0.193329226,22.55,22.79
G063,HN96b,G_2,3.12,0.193329226,22.55,22.79
G064,HN96b,G_2,1.126666667,0.193329226,22.55,22.79
G065,HN96b,G_2,4.126666667,0.193329226,22.55,22.79
G066,HN96b,G_2,3.8,0.193329226,22.55,22.79
G067,HN96b,G_2,3.186666667,0.193329226,22.55,22.79
G068,HN96b,G_2,4.593333333,0.193329226,22.55,22.79
G069,HN96b,G_2,4.366666667,0.193329226,22.55,22.79
G070,HN96b,G_2,3.653333333,0.193329226,22.55,22.79
G071,HN96b,G_2,1.6,0.193329226,22.55,22.79
G072,HN96b,G_2,4.04,0.193329226,22.55,22.79
G073,HN96b,G_2,1.073333333,0.193329226,22.55,22.79
G074,HN96b,G_2,1.693333333,0.193329226,22.55,22.79
G075,HN96b,G_2,4.006666667,0.193329226,22.55,22.79
G076,HN96b,G_2,0.673333333,0.193329226,22.55,22.79
G077,HN96b,G_2,4.293333333,0.193329226,22.55,22.79
G078,HN96b,G_2,2.546666667,0.193329226,22.55,22.79
G079,HN96b,G_2,2.713333333,0.193329226,22.55,22.79
G080,HN96b,G_2,1.58,0.193329226,22.55,22.79
