Geno,Env,Group,yield,env_index,mintf,radg
G081,HN96b,G_2,1.853333333,0.193329226,22.55,22.79
G082,HN96b,G_2,3.98,0.193329226,22.55,22.79
G083,HN96b,G_2,4.66,0.193329226,22.55,22.79
G084,HN96b,G_2,2.613333333,0.193329226,22.55,22.79
G085,HN96b,G_2,3.146666667,0.193329226,22.55,22.79
G086,HN96b,G_2,1.773333333,0.193329226,22.55,22.79
G087,HN96b,G_2,2.413333333,0.193329226,22.55,22.79
G088,HN96b,G_2,2.36,0.193329226,22.55,22.79
G089,HN96b,G_2,3.48,0.193329226,22.55,22.79
G090,HN96b,G_2,2.506666667,0.193329226,22.55,22.79
G091,HN96b,G_2,2.993333333,0.193329226,22.55,22.79
G092,HN96b,G_2,2.346666667,0.193329226,22.55,22.79
G093,HN96b,G_2,0.726666667,0.193329226,22.55,22.79
G094,HN96b,G_2,3.833333333,0.193329226,22.55,22.79
G095,HN96b,G_2,1.82,0.193329226,22.55,22.79
G096,HN96b,G_2,3.353333333,0.193329226,22.55,22.79
G097,HN96b,G_2,2,0.193329226,22.55,22.79
G098,HN96b,G_2,2.973333333,0.193329226,22.55,22.79
G099,HN96b,G_2,2.766666667,0.193329226,22.55,22.79
G100,HN96b,G_2,3.066666667,0.193329226,22.55,22.79
G101,HN96b,G_2,4.18,0.193329226,22.55,22.79
G102,HN96b,G_2,1.52,0.193329226,22.55,22.79
G103,HN96b,G_2,3.56,0.193329226,22.55,22.79
G104,HN96b,G_2,3.053333333,0.193329226,22.55,22.79
G105,HN96b,G_2,3.953333333,0.193329226,22.55,22.79
G106,HN96b,G_2,3.446666667,0.193329226,22.55,22.79
G107,HN96b,G_2,3.293333333,0.193329226,22.55,22.79
G108,HN96b,G_2,4.12,0.193329226,22.55,22.79
G109,HN96b,G_2,2.906666667,0.193329226,22.55,22.79
G110,HN96b,G_2,2.613333333,0.193329226,22.55,22.79
G111,HN96b,G_2,3.093333333,0.193329226,22.55,22.79
G112,HN96b,G_2,2.98,0.193329226,22.55,22.79
G113,HN96b,G_2,0.993333333,0.193329226,22.55,22.79
G114,HN96b,G_2,4.853333333,0.193329226,22.55,22.79
G115,HN96b,G_2,3.426666667,0.193329226,22.55,22.79
G116,HN96b,G_2,5.286666667,0.193329226,22.55,22.79
G117,HN96b,G_2,0.993333333,0.193329226,22.55,22.79
G118,HN96b,G_2,2.106666667,0.193329226,22.55,22.79
G119,HN96b,G_2,4.273333333,0.193329226,22.55,22.79
G120,HN96b,G_2,2.38,0.193329226,22.55,22.79
G121,HN96b,G_2,4.586666667,0.193329226,22.55,22.79
G122,HN96b,G_2,4.213333333,0.193329226,22.55,22.79
G123,HN96b,G_2,4.52,0.193329226,22.55,22.79
G124,HN96b,G_2,3.433333333,0.193329226,22.55,22.79
G125,HN96b,G_2,3.726666667,0.193329226,22.55,22.79
G126,HN96b,G_2,3.466666667,0.193329226,22.55,22.79
G127,HN96b,G_2,3.313333333,0.193329226,22.55,22.79
G128,HN96b,G_2,3.62,0.193329226,22.55,22.79
G129,HN96b,G_2,2.02,0.193329226,22.55,22.79
G130,HN96b,G_2,3.986666667,0.193329226,22.55,22.79
G131,HN96b,G_2,4.086666667,0.193329226,22.55,22.79
G132,HN96b,G_2,3.2,0.193329226,22.55,22.79
G133,HN96b,G_2,3.633333333,0.193329226,22.55,22.79
G134,HN96b,G_2,3.493333333,0.193329226,22.55,22.79
G135,HN96b,G_2,3.813333333,0.193329226,22.55,22.79
G136,HN96b,G_2,3.753333333,0.193329226,22.55,22.79
G137,HN96b,G_2,5.066666667,0.193329226,22.55,22.79
G138,HN96b,G_2,2.206666667,0.193329226,22.55,22.79
G139,HN96b,G_2,3.06,0.193329226,22.55,22.79
G140,HN96b,G_2,2.68,0.193329226,22.55,22.79
G141,HN96b,G_2,2.54,0.193329226,22.55,22.79
G142,HN96b,G_2,4.173333333,0.193329226,22.55,22.79
G143,HN96b,G_2,2.606666667,0.193329226,22.55,22.79
G144,HN96b,G_2,2.853333333,0.193329226,22.55,22.79
G145,HN96b,G_2,4.26,0.193329226,22.55,22.79
G146,HN96b,G_2,4.533333333,0.193329226,22.55,22.79
G147,HN96b,G_2,4.186666667,0.193329226,22.55,22.79
G148,HN96b,G_2,3.553333333,0.193329226,22.55,22.79
G149,HN96b,G_2,3.34,0.193329226,22.55,22.79
G150,HN96b,G_2,3.153333333,0.193329226,22.55,22.79
G151,HN96b,G_2,2.66,0.193329226,22.55,22.79
G152,HN96b,G_2,1.713333333,0.193329226,22.55,22.79
G153,HN96b,G_2,3.466666667,0.193329226,22.55,22.79
G154,HN96b,G_2,3.633333333,0.193329226,22.55,22.79
G155,HN96b,G_2,2.96,0.193329226,22.55,22.79
G156,HN96b,G_2,2.34,0.193329226,22.55,22.79
G157,HN96b,G_2,2.46,0.193329226,22.55,22.79
G158,HN96b,G_2,2.42,0.193329226,22.55,22.79
G159,HN96b,G_2,3.053333333,0.193329226,22.55,22.79
G160,HN96b,G_2,4.453333333,0.193329226,22.55,22.79
G161,HN96b,G_2,5.386666667,0.193329226,22.55,22.79
G162,HN96b,G_2,3.233333333,0.193329226,22.55,22.79
G163,HN96b,G_2,2.7,0.193329226,22.55,22.79
G164,HN96b,G_2,2.986666667,0.193329226,22.55,22.79
G165,HN96b,G_2,3.686666667,0.193329226,22.55,22.79
G166,HN96b,G_2,4.8,0.193329226,22.55,22.79
G167,HN96b,G_2,2.913333333,0.193329226,22.55,22.79
G168,HN96b,G_2,4.173333333,0.193329226,22.55,22.79
G169,HN96b,G_2,2.36,0.193329226,22.55,22.79
G170,HN96b,G_2,2.066666667,0.193329226,22.55,22.79
G171,HN96b,G_2,2.28,0.193329226,22.55,22.79
G172,HN96b,G_2,4.86,0.193329226,22.55,22.79
G173,HN96b,G_2,2.746666667,0.193329226,22.55,22.79
G174,HN96b,G_2,3.42,0.193329226,22.55,22.79
G175,HN96b,G_2,1.613333333,0.193329226,22.55,22.79
G176,HN96b,G_2,2.366666667,0.193329226,22.55,22.79
G177,HN96b,G_2,4.293333333,0.193329226,22.55,22.79
G178,HN96b,G_2,1.72,0.193329226,22.55,22.79
G179,HN96b,G_2,3.42,0.193329226,22.55,22.79
G180,HN96b,G_2,2.573333333,0.193329226,22.55,22.79
G181,HN96b,G_2,5.226666667,0.193329226,22.55,22.79
G182,HN96b,G_2,3.266666667,0.193329226,22.55,22.79
G183,HN96b,G_2,2.746666667,0.193329226,22.55,22.79
G184,HN96b,G_2,2.953333333,0.193329226,22.55,22.79
G185,HN96b,G_2,2.673333333,0.193329226,22.55,22.79
G186,HN96b,G_2,4.806666667,0.193329226,22.55,22.79
G187,HN96b,G_2,3.906666667,0.193329226,22.55,22.79
G188,HN96b,G_2,1.726666667,0.193329226,22.55,22.79
G189,HN96b,G_2,2.653333333,0.193329226,22.55,22.79
G190,HN96b,G_2,3.84,0.193329226,22.55,22.79
G191,HN96b,G_2,4.46,0.193329226,22.55,22.79
G192,HN96b,G_2,4.38,0.193329226,22.55,22.79
G193,HN96b,G_2,3.173333333,0.193329226,22.55,22.79
G194,HN96b,G_2,3.826666667,0.193329226,22.55,22.79
G195,HN96b,G_2,2.72,0.193329226,22.55,22.79
G196,HN96b,G_2,2.666666667,0.193329226,22.55,22.79
G197,HN96b,G_2,3.533333333,0.193329226,22.55,22.79
G198,HN96b,G_2,3.6,0.193329226,22.55,22.79
G199,HN96b,G_2,1.946666667,0.193329226,22.55,22.79
G200,HN96b,G_2,3.813333333,0.193329226,22.55,22.79
G201,HN96b,G_2,4.686666667,0.193329226,22.55,22.79
G202,HN96b,G_2,1.96,0.193329226,22.55,22.79
G203,HN96b,G_2,3.073333333,0.193329226,22.55,22.79
G204,HN96b,G_2,2.373333333,0.193329226,22.55,22.79
G205,HN96b,G_2,3.726666667,0.193329226,22.55,22.79
G206,HN96b,G_2,4.206666667,0.193329226,22.55,22.79
G207,HN96b,G_2,3,0.193329226,22.55,22.79
G208,HN96b,G_2,1.993333333,0.193329226,22.55,22.79
G209,HN96b,G_2,4.113333333,0.193329226,22.55,22.79
G210,HN96b,G_2,4.3,0.193329226,22.55,22.79
G211,HN96b,G_2,4.253333333,0.193329226,22.55,22.79
G001,NS92a,G_3,8.4,3.95251722,11.58,17.28
G002,NS92a,G_3,7.62,3.95251722,11.58,17.28
G003,NS92a,G_3,7.68,3.95251722,11.58,17.28
G004,NS92a,G_3,5.112666667,3.95251722,11.58,17.28
G005,NS92a,G_3,5.964666667,3.95251722,11.58,17.28
G006,NS92a,G_3,7.626666667,3.95251722,11.58,17.28
G007,NS92a,G_3,7.293333333,3.95251722,11.58,17.28
G008,NS92a,G_3,4.730666667,3.95251722,11.58,17.28
G009,NS92a,G_3,8.846666667,3.95251722,11.58,17.28
G010,NS92a,G_3,7.42,3.95251722,11.58,17.28
G011,NS92a,G_3,6.62,3.95251722,11.58,17.28
G012,NS92a,G_3,6.826666667,3.95251722,11.58,17.28
G013,NS92a,G_3,6.008,3.95251722,11.58,17.28
G014,NS92a,G_3,7.213333333,3.95251722,11.58,17.28
G015,NS92a,G_3,5.624,3.95251722,11.58,17.28
G016,NS92a,G_3,7.62,3.95251722,11.58,17.28
G017,NS92a,G_3,5.399333333,3.95251722,11.58,17.28
G018,NS92a,G_3,7.306666667,3.95251722,11.58,17.28
G019,NS92a,G_3,10.01333333,3.95251722,11.58,17.28
G020,NS92a,G_3,7.76,3.95251722,11.58,17.28
G021,NS92a,G_3,5.052,3.95251722,11.58,17.28
G022,NS92a,G_3,7.14,3.95251722,11.58,17.28
G023,NS92a,G_3,7.086666667,3.95251722,11.58,17.28
G024,NS92a,G_3,7.18,3.95251722,11.58,17.28
G025,NS92a,G_3,8.86,3.95251722,11.58,17.28
G026,NS92a,G_3,6.624666667,3.95251722,11.58,17.28
G027,NS92a,G_3,8.406666667,3.95251722,11.58,17.28
G028,NS92a,G_3,8.266666667,3.95251722,11.58,17.28
G029,NS92a,G_3,5.732666667,3.95251722,11.58,17.28
G030,NS92a,G_3,8.38,3.95251722,11.58,17.28
G031,NS92a,G_3,7.106666667,3.95251722,11.58,17.28
G032,NS92a,G_3,8.62,3.95251722,11.58,17.28
G033,NS92a,G_3,7.413333333,3.95251722,11.58,17.28
G034,NS92a,G_3,6.8,3.95251722,11.58,17.28
G035,NS92a,G_3,4.917333333,3.95251722,11.58,17.28
G036,NS92a,G_3,6.434,3.95251722,11.58,17.28
G037,NS92a,G_3,8.873333333,3.95251722,11.58,17.28
G038,NS92a,G_3,6.444,3.95251722,11.58,17.28
G039,NS92a,G_3,7.52,3.95251722,11.58,17.28
G040,NS92a,G_3,6.229333333,3.95251722,11.58,17.28
G041,NS92a,G_3,3.64,3.95251722,11.58,17.28
G042,NS92a,G_3,8.62,3.95251722,11.58,17.28
G043,NS92a,G_3,8.013333333,3.95251722,11.58,17.28
G044,NS92a,G_3,6.84,3.95251722,11.58,17.28
G045,NS92a,G_3,6.813333333,3.95251722,11.58,17.28
G046,NS92a,G_3,5.591333333,3.95251722,11.58,17.28
G047,NS92a,G_3,8.9,3.95251722,11.58,17.28
G048,NS92a,G_3,8.16,3.95251722,11.58,17.28
G049,NS92a,G_3,7.033333333,3.95251722,11.58,17.28
G050,NS92a,G_3,7.906666667,3.95251722,11.58,17.28
G051,NS92a,G_3,7.713333333,3.95251722,11.58,17.28
G052,NS92a,G_3,7.4,3.95251722,11.58,17.28
G053,NS92a,G_3,5.123333333,3.95251722,11.58,17.28
G054,NS92a,G_3,7.946666667,3.95251722,11.58,17.28
G055,NS92a,G_3,10.14666667,3.95251722,11.58,17.28
G056,NS92a,G_3,7.773333333,3.95251722,11.58,17.28
G057,NS92a,G_3,7.526666667,3.95251722,11.58,17.28
G058,NS92a,G_3,7.64,3.95251722,11.58,17.28
G059,NS92a,G_3,6.409333333,3.95251722,11.58,17.28
G060,NS92a,G_3,5.699333333,3.95251722,11.58,17.28
G061,NS92a,G_3,9.526666667,3.95251722,11.58,17.28
G062,NS92a,G_3,7.693333333,3.95251722,11.58,17.28
G063,NS92a,G_3,6.506,3.95251722,11.58,17.28
G064,NS92a,G_3,6.452666667,3.95251722,11.58,17.28
G065,NS92a,G_3,7.526666667,3.95251722,11.58,17.28
G066,NS92a,G_3,7.646666667,3.95251722,11.58,17.28
G067,NS92a,G_3,8.66,3.95251722,11.58,17.28
G068,NS92a,G_3,9.273333333,3.95251722,11.58,17.28
G069,NS92a,G_3,8.233333333,3.95251722,11.58,17.28
G070,NS92a,G_3,6.483333333,3.95251722,11.58,17.28
G071,NS92a,G_3,6.26,3.95251722,11.58,17.28
G072,NS92a,G_3,7.766666667,3.95251722,11.58,17.28
G073,NS92a,G_3,5.916666667,3.95251722,11.58,17.28
G074,NS92a,G_3,6.7,3.95251722,11.58,17.28
G075,NS92a,G_3,7.12,3.95251722,11.58,17.28
G076,NS92a,G_3,4.879333333,3.95251722,11.58,17.28
G077,NS92a,G_3,7.206666667,3.95251722,11.58,17.28
G078,NS92a,G_3,8.366666667,3.95251722,11.58,17.28
G079,NS92a,G_3,5.783333333,3.95251722,11.58,17.28
G080,NS92a,G_3,5.566,3.95251722,11.58,17.28
G081,NS92a,G_3,7.72,3.95251722,11.58,17.28
G082,NS92a,G_3,8.433333333,3.95251722,11.58,17.28
G083,NS92a,G_3,6.324,3.95251722,11.58,17.28
G084,NS92a,G_3,5.537333333,3.95251722,11.58,17.28
G085,NS92a,G_3,7.64,3.95251722,11.58,17.28
G086,NS92a,G_3,8.24,3.95251722,11.58,17.28
G087,NS92a,G_3,7.12,3.95251722,11.58,17.28
G088,NS92a,G_3,7.44,3.95251722,11.58,17.28
G089,NS92a,G_3,6.72,3.95251722,11.58,17.28
G090,NS92a,G_3,5.485333333,3.95251722,11.58,17.28
G091,NS92a,G_3,9.48,3.95251722,11.58,17.28
G092,NS92a,G_3,8.28,3.95251722,11.58,17.28
G093,NS92a,G_3,6.232,3.95251722,11.58,17.28
G094,NS92a,G_3,8.406666667,3.95251722,11.58,17.28
G095,NS92a,G_3,5.878,3.95251722,11.58,17.28
G096,NS92a,G_3,7.56,3.95251722,11.58,17.28
G097,NS92a,G_3,7.633333333,3.95251722,11.58,17.28
G098,NS92a,G_3,6.349333333,3.95251722,11.58,17.28
G099,NS92a,G_3,7.673333333,3.95251722,11.58,17.28
G100,NS92a,G_3,7.7,3.95251722,11.58,17.28
G101,NS92a,G_3,5.539333333,3.95251722,11.58,17.28
G102,NS92a,G_3,6.012666667,3.95251722,11.58,17.28
G103,NS92a,G_3,9.633333333,3.95251722,11.58,17.28
G104,NS92a,G_3,8.46,3.95251722,11.58,17.28
G105,NS92a,G_3,8.973333333,3.95251722,11.58,17.28
G106,NS92a,G_3,8.466666667,3.95251722,11.58,17.28
G107,NS92a,G_3,6.376,3.95251722,11.58,17.28
G108,NS92a,G_3,6.13,3.95251722,11.58,17.28
G109,NS92a,G_3,7.233333333,3.95251722,11.58,17.28
G110,NS92a,G_3,8.18,3.95251722,11.58,17.28
G111,NS92a,G_3,5.952,3.95251722,11.58,17.28
G112,NS92a,G_3,3.892666667,3.95251722,11.58,17.28
G113,NS92a,G_3,5.411333333,3.95251722,11.58,17.28
G114,NS92a,G_3,5.192666667,3.95251722,11.58,17.28
G115,NS92a,G_3,6.92,3.95251722,11.58,17.28
G116,NS92a,G_3,6.620666667,3.95251722,11.58,17.28
G117,NS92a,G_3,8.1,3.95251722,11.58,17.28
G118,NS92a,G_3,3.554,3.95251722,11.58,17.28
G119,NS92a,G_3,5.694,3.95251722,11.58,17.28
G120,NS92a,G_3,8.546666667,3.95251722,11.58,17.28
G121,NS92a,G_3,7.973333333,3.95251722,11.58,17.28
G122,NS92a,G_3,7.78,3.95251722,11.58,17.28
G123,NS92a,G_3,8.533333333,3.95251722,11.58,17.28
G124,NS92a,G_3,7.013333333,3.95251722,11.58,17.28
G125,NS92a,G_3,8.933333333,3.95251722,11.58,17.28
G126,NS92a,G_3,6.584,3.95251722,11.58,17.28
G127,NS92a,G_3,6.194,3.95251722,11.58,17.28
G128,NS92a,G_3,4.46,3.95251722,11.58,17.28
G129,NS92a,G_3,7.36,3.95251722,11.58,17.28
G130,NS92a,G_3,9.426666667,3.95251722,11.58,17.28
G131,NS92a,G_3,6.394666667,3.95251722,11.58,17.28
G132,NS92a,G_3,6.132666667,3.95251722,11.58,17.28
G133,NS92a,G_3,4.407333333,3.95251722,11.58,17.28
G134,NS92a,G_3,6.065333333,3.95251722,11.58,17.28
G135,NS92a,G_3,8.393333333,3.95251722,11.58,17.28
G136,NS92a,G_3,7.94,3.95251722,11.58,17.28
G137,NS92a,G_3,8.473333333,3.95251722,11.58,17.28
G138,NS92a,G_3,5.824666667,3.95251722,11.58,17.28
G139,NS92a,G_3,4.648,3.95251722,11.58,17.28
G140,NS92a,G_3,3.990666667,3.95251722,11.58,17.28
G141,NS92a,G_3,4.790666667,3.95251722,11.58,17.28
G142,NS92a,G_3,7.346666667,3.95251722,11.58,17.28
G143,NS92a,G_3,7.12,3.95251722,11.58,17.28
G144,NS92a,G_3,6.492,3.95251722,11.58,17.28
G145,NS92a,G_3,8.726666667,3.95251722,11.58,17.28
G146,NS92a,G_3,7.613333333,3.95251722,11.58,17.28
G147,NS92a,G_3,7.406666667,3.95251722,11.58,17.28
G148,NS92a,G_3,6.16,3.95251722,11.58,17.28
G149,NS92a,G_3,6.196666667,3.95251722,11.58,17.28
G150,NS92a,G_3,8.28,3.95251722,11.58,17.28
G151,NS92a,G_3,6.032,3.95251722,11.58,17.28
G152,NS92a,G_3,7.166666667,3.95251722,11.58,17.28
G153,NS92a,G_3,6.554666667,3.95251722,11.58,17.28
G154,NS92a,G_3,7.506666667,3.95251722,11.58,17.28
G155,NS92a,G_3,5.738,3.95251722,11.58,17.28
G156,NS92a,G_3,6.68,3.95251722,11.58,17.28
G157,NS92a,G_3,5.341333333,3.95251722,11.58,17.28
G158,NS92a,G_3,6.24,3.95251722,11.58,17.28
G159,NS92a,G_3,8.733333333,3.95251722,11.58,17.28
G160,NS92a,G_3,9.533333333,3.95251722,11.58,17.28
G161,NS92a,G_3,7.933333333,3.95251722,11.58,17.28
G162,NS92a,G_3,6.523333333,3.95251722,11.58,17.28
G163,NS92a,G_3,6.446666667,3.95251722,11.58,17.28
G164,NS92a,G_3,7.673333333,3.95251722,11.58,17.28
G165,NS92a,G_3,8.286666667,3.95251722,11.58,17.28
G166,NS92a,G_3,7.833333333,3.95251722,11.58,17.28
G167,NS92a,G_3,5.923333333,3.95251722,11.58,17.28
G168,NS92a,G_3,8.826666667,3.95251722,11.58,17.28
G169,NS92a,G_3,7.026666667,3.95251722,11.58,17.28
G170,NS92a,G_3,7.813333333,3.95251722,11.58,17.28
G171,NS92a,G_3,5.380666667,3.95251722,11.58,17.28
G172,NS92a,G_3,7.906666667,3.95251722,11.58,17.28
G173,NS92a,G_3,5.826,3.95251722,11.58,17.28
G174,NS92a,G_3,6.05,3.95251722,11.58,17.28
G175,NS92a,G_3,5.509333333,3.95251722,11.58,17.28
G176,NS92a,G_3,4.82,3.95251722,11.58,17.28
G177,NS92a,G_3,7.68,3.95251722,11.58,17.28
G178,NS92a,G_3,6.426666667,3.95251722,11.58,17.28
G179,NS92a,G_3,6.612666667,3.95251722,11.58,17.28
G180,NS92a,G_3,3.887333333,3.95251722,11.58,17.28
G181,NS92a,G_3,7.4,3.95251722,11.58,17.28
G182,NS92a,G_3,6.02,3.95251722,11.58,17.28
G183,NS92a,G_3,6.532666667,3.95251722,11.58,17.28
G184,NS92a,G_3,5.852,3.95251722,11.58,17.28
G185,NS92a,G_3,4.938,3.95251722,11.58,17.28
G186,NS92a,G_3,8.913333333,3.95251722,11.58,17.28
G187,NS92a,G_3,6.483333333,3.95251722,11.58,17.28
G188,NS92a,G_3,6.853333333,3.95251722,11.58,17.28
G189,NS92a,G_3,6.78,3.95251722,11.58,17.28
G190,NS92a,G_3,7.053333333,3.95251722,11.58,17.28
G191,NS92a,G_3,6.266666667,3.95251722,11.58,17.28
G192,NS92a,G_3,9.566666667,3.95251722,11.58,17.28
G193,NS92a,G_3,5.926,3.95251722,11.58,17.28
G194,NS92a,G_3,8.74,3.95251722,11.58,17.28
G195,NS92a,G_3,8.213333333,3.95251722,11.58,17.28
G196,NS92a,G_3,6.497333333,3.95251722,11.58,17.28
G197,NS92a,G_3,6.35,3.95251722,11.58,17.28
G198,NS92a,G_3,7.94,3.95251722,11.58,17.28
G199,NS92a,G_3,5.494666667,3.95251722,11.58,17.28
G200,NS92a,G_3,8.013333333,3.95251722,11.58,17.28
G201,NS92a,G_3,8.766666667,3.95251722,11.58,17.28
G202,NS92a,G_3,7.253333333,3.95251722,11.58,17.28
G203,NS92a,G_3,4.744,3.95251722,11.58,17.28
G204,NS92a,G_3,7.413333333,3.95251722,11.58,17.28
G205,NS92a,G_3,7.193333333,3.95251722,11.58,17.28
G206,NS92a,G_3,5.816666667,3.95251722,11.58,17.28
G207,NS92a,G_3,4.673333333,3.95251722,11.58,17.28
G208,NS92a,G_3,6.147333333,3.95251722,11.58,17.28
G209,NS92a,G_3,6.415333333,3.95251722,11.58,17.28
G210,NS92a,G_3,6.786666667,3.95251722,11.58,17.28
G211,NS92a,G_3,6.68,3.95251722,11.58,17.28
